1413405937671,892,Activity Recognition,Is it the start or an end of the activity?,Start
1413405937676,892,Activity Recognition,What type of activity are you performing?,Walking
1413406452562,892,Activity Recognition,Is it the start or an end of the activity?,End
1413406452564,892,Activity Recognition,What type of activity are you performing?,Walking
