Index	Time Stamp	red Values
Start: 1417641451894
0	1417641451894	0.0
1	1417641451894	0.0
2	1417641451894	0.0
3	1417641451894	0.0
4	1417641451894	255.0
5	1417641451894	255.0
6	1417641451895	255.0
7	1417641451895	255.0
8	1417641451895	255.0
9	1417641451895	254.99812825520834
10	1417641451896	254.60595703125
11	1417641451897	251.57576497395834
12	1417641451897	242.50187174479166
13	1417641451898	240.88167317708334
14	1417641451898	239.24609375
15	1417641451899	237.18391927083334
16	1417641451900	236.38826497395834
17	1417641451900	233.98673502604166
18	1417641451901	233.18636067708334
19	1417641451901	232.39029947916666
20	1417641451901	231.12947591145834
21	1417641451901	230.68798828125
22	1417641451902	227.38631184895834
23	1417641451902	229.12654622395834
24	1417641451902	229.299560546875
25	1417641451902	229.837890625
26	1417641451903	227.64054361979166
27	1417641451903	229.59822591145834
28	1417641451903	229.79069010416666
29	1417641451903	229.32747395833334
30	1417641451903	226.96842447916666
31	1417641451903	229.36629231770834
32	1417641451903	229.65096028645834
33	1417641451903	226.23697916666666
34	1417641451904	228.97021484375
35	1417641451904	229.43961588541666
36	1417641451904	225.16023763020834
37	1417641451904	228.69083658854166
38	1417641451904	229.13134765625
39	1417641451904	229.30607096354166
40	1417641451905	228.769287109375
41	1417641451905	229.03857421875
42	1417641451905	229.12068684895834
43	1417641451905	227.72314453125
44	1417641451906	228.53165690104166
45	1417641451906	228.95052083333334
46	1417641451906	226.2646484375
47	1417641451906	228.09041341145834
48	1417641451906	228.649169921875
49	1417641451907	228.78271484375
50	1417641451907	223.98038736979166
51	1417641451907	228.176513671875
52	1417641451907	228.7763671875
53	1417641451907	224.40804036458334
54	1417641451907	224.790771484375
55	1417641451907	228.00537109375
56	1417641451907	228.40730794270834
57	1417641451908	222.50227864583334
58	1417641451908	223.15641276041666
59	1417641451908	227.04036458333334
60	1417641451908	227.97648111979166
61	1417641451908	224.895751953125
62	1417641451908	224.07535807291666
63	1417641451909	227.08927408854166
64	1417641451909	227.61376953125
65	1417641451909	221.01424153645834
66	1417641451909	226.09912109375
67	1417641451909	227.2275390625
68	1417641451910	227.842529296875
69	1417641451910	225.90486653645834
70	1417641451910	227.01741536458334
71	1417641451910	227.42464192708334
72	1417641451910	221.936767578125
73	1417641451910	226.255126953125
74	1417641451911	226.61197916666666
75	1417641451911	227.16552734375
76	1417641451911	224.6865234375
77	1417641451911	225.36002604166666
78	1417641451912	226.6943359375
79	1417641451912	227.47102864583334
80	1417641451912	222.46940104166666
81	1417641451912	226.51350911458334
82	1417641451912	226.96183268229166
83	1417641451912	224.97355143229166
84	1417641451913	222.75081380208334
85	1417641451913	225.85872395833334
86	1417641451913	226.24967447916666
87	1417641451913	226.589599609375
88	1417641451913	226.91455078125
89	1417641451913	221.794677734375
90	1417641451913	225.487060546875
91	1417641451913	226.60123697916666
92	1417641451913	224.04500325520834
93	1417641451913	221.01009114583334
94	1417641451913	224.97639973958334
95	1417641451914	226.06380208333334
96	1417641451914	219.54801432291666
97	1417641451914	224.12451171875
98	1417641451914	225.19856770833334
99	1417641451914	226.17447916666666
End: 1417641451914
