@relation classType
@attribute rrInterval, NUMERIC 
@attribute classType { Exercise , BaseLine }
@data
172225 ,BaseLine
172225 ,BaseLine
172225 ,BaseLine
10000 ,BaseLine
10000 ,BaseLine
10000 ,BaseLine
10000 ,BaseLine
10000 ,BaseLine
10000 ,BaseLine
10000 ,BaseLine
10000 ,BaseLine
10000 ,BaseLine
10000 ,BaseLine
10000 ,BaseLine
10000 ,BaseLine
10000 ,BaseLine
10000 ,BaseLine
10000 ,BaseLine
10000 ,BaseLine
10000 ,BaseLine
10000 ,BaseLine
10000 ,BaseLine
10000 ,BaseLine
10000 ,BaseLine
10000 ,BaseLine
10000 ,BaseLine
10000 ,BaseLine
10000 ,BaseLine
10000 ,BaseLine
10000 ,BaseLine
10000 ,BaseLine
10000 ,BaseLine
10000 ,BaseLine
10000 ,BaseLine
10000 ,BaseLine
10000 ,BaseLine
10000 ,BaseLine
15376 ,BaseLine
15376 ,BaseLine
15376 ,BaseLine
15376 ,BaseLine
15376 ,BaseLine
15376 ,BaseLine
15376 ,BaseLine
15376 ,BaseLine
160000 ,BaseLine
160000 ,BaseLine
160000 ,BaseLine
39601 ,BaseLine
39601 ,BaseLine
39601 ,BaseLine
39601 ,BaseLine
39601 ,BaseLine
39601 ,BaseLine
39601 ,BaseLine
39601 ,BaseLine
39601 ,BaseLine
39601 ,BaseLine
39601 ,BaseLine
39601 ,BaseLine
39601 ,BaseLine
39601 ,BaseLine
160000 ,BaseLine
160000 ,BaseLine
160000 ,BaseLine
160000 ,BaseLine
160000 ,BaseLine
160000 ,BaseLine
160000 ,BaseLine
160000 ,BaseLine
160000 ,BaseLine
160000 ,BaseLine
160000 ,BaseLine
160000 ,BaseLine
160000 ,BaseLine
160000 ,BaseLine
160000 ,BaseLine
160000 ,BaseLine
160000 ,BaseLine
160000 ,BaseLine
160000 ,BaseLine
160000 ,BaseLine
160000 ,BaseLine
160000 ,BaseLine
160000 ,BaseLine
160000 ,BaseLine
160000 ,BaseLine
160000 ,BaseLine
160000 ,BaseLine
160000 ,BaseLine
160000 ,BaseLine
160000 ,BaseLine
160000 ,BaseLine
160000 ,BaseLine
160000 ,BaseLine
160000 ,BaseLine
160000 ,BaseLine
160000 ,BaseLine
160000 ,BaseLine
160000 ,BaseLine
160000 ,BaseLine
160000 ,BaseLine
160000 ,BaseLine
160000 ,BaseLine
160000 ,BaseLine
160000 ,BaseLine
160000 ,BaseLine
160000 ,BaseLine
160000 ,BaseLine
160000 ,BaseLine
160000 ,BaseLine
160000 ,BaseLine
160000 ,BaseLine
160000 ,BaseLine
160000 ,BaseLine
160000 ,BaseLine
160000 ,BaseLine
160000 ,BaseLine
160000 ,BaseLine
160000 ,BaseLine
160000 ,BaseLine
160000 ,BaseLine
160000 ,BaseLine
160000 ,BaseLine
160000 ,BaseLine
160000 ,BaseLine
160000 ,BaseLine
160000 ,BaseLine
160000 ,BaseLine
160000 ,BaseLine
160000 ,BaseLine
160000 ,BaseLine
160000 ,BaseLine
160000 ,BaseLine
160000 ,BaseLine
160000 ,BaseLine
51076 ,BaseLine
51076 ,BaseLine
51076 ,BaseLine
51076 ,BaseLine
51076 ,BaseLine
51076 ,BaseLine
51076 ,BaseLine
51076 ,BaseLine
51076 ,BaseLine
51076 ,BaseLine
51076 ,BaseLine
51076 ,BaseLine
51076 ,BaseLine
51076 ,BaseLine
51076 ,BaseLine
51076 ,BaseLine
51076 ,BaseLine
144400 ,BaseLine
144400 ,BaseLine
