1413394683223,0.89894295,2.3426998,9.901993,null
1413394683375,-0.05448139,1.7842655,11.114203,null
1413394683530,0.40861043,1.8659877,9.302697,null
1413394683688,0.21792556,2.315459,10.691973,null
1413394683841,0.6810174,2.152015,10.678352,null
1413394684010,0.3405087,2.0294318,9.956474,null
1413394684184,0.040861044,2.0294318,9.438901,null
1413394684338,-0.7082581,1.920469,9.752169,null
1413394684488,-0.17706452,1.7978859,9.39804,null
1413394684642,-0.12258313,1.6480621,10.228881,null
1413394684794,-0.05448139,1.4982382,10.119919,null
1413394684952,-0.05448139,2.1247742,8.962189,null
1413394685104,-0.040861044,1.607201,9.929234,null
1413394685273,-0.13620348,1.7297841,10.160779,null
1413394685425,-0.7082581,1.920469,9.370799,null
1413394685597,-0.23154591,2.1656353,9.602345,null
1413394685752,0.21792556,1.7025435,10.310603,null
1413394685905,-0.05448139,1.96133,9.615966,null
1413394686077,0.19068487,1.7161638,10.119919,null
1413394686232,-0.20430522,1.7706453,8.962189,null
1413394686388,0.05448139,1.7706453,9.915613,null
1413394686541,0.24516626,1.7161638,9.643207,null
1413394686697,-0.13620348,2.0294318,9.575105,null
1413394686852,0.35412905,1.5390993,9.507003,null
1413394687004,0.19068487,2.1111538,9.125633,null
1413394687221,0.25878662,2.0294318,10.501288,null
1413394687377,0.16344418,1.7161638,10.024576,null
1413394687537,0.17706452,1.8932283,9.711308,null
1413394687694,0.10896278,1.9749504,10.051817,null
1413394687849,0.16344418,1.8387469,10.160779,null
1413394688002,-0.08172209,2.192876,9.00305,null
1413394688174,-0.040861044,1.96133,10.18802,null
1413394688334,-0.095342435,2.1792557,9.602345,null
1413394688487,-0.29964766,1.6889231,10.446807,null
1413394688639,-0.095342435,1.7297841,9.779409,null
1413394688793,-0.23154591,1.8251266,9.534244,null
1413394688947,-0.38136974,2.0294318,9.956474,null
1413394689101,0.05448139,2.0158114,10.54215,null
1413394689260,-0.20430522,1.96133,9.779409,null
1413394689411,0.013620348,1.7025435,10.487668,null
1413394689573,-0.17706452,1.7161638,9.520623,null
1413394689727,-0.17706452,1.6480621,10.174399,null
1413394689880,-0.21792556,2.3426998,9.929234,null
1413394690034,-0.53119355,1.8251266,9.847511,null
1413394690188,-0.47671217,1.7297841,9.602345,null
1413394690342,-0.38136974,1.7297841,10.18802,null
1413394690493,-0.32688835,1.9340894,9.79303,null
1413394690646,-0.50395286,1.7570249,10.18802,null
1413394690803,-0.29964766,1.7570249,9.956474,null
1413394690957,-0.2860273,1.8932283,10.269742,null
