Index	Time Stamp	red Values
Start: 1417578871858
0	1417578871858	0.0
1	1417578871858	0.0
2	1417578871858	0.0
3	1417578871858	0.0
4	1417578871858	255.0
5	1417578871859	255.0
6	1417578871859	255.0
7	1417578871859	255.0
8	1417578871859	255.0
9	1417578871859	241.61368815104166
10	1417578871859	44.726888020833336
11	1417578871859	51.532796223958336
12	1417578871859	80.55281575520833
13	1417578871859	61.669596354166664
14	1417578871859	76.55818684895833
15	1417578871860	189.93904622395834
16	1417578871860	180.79695638020834
17	1417578871860	233.03995768229166
18	1417578871860	201.64998372395834
19	1417578871860	110.72428385416667
20	1417578871860	37.22705078125
21	1417578871860	5.173095703125
22	1417578871861	84.86490885416667
23	1417578871861	203.29256184895834
24	1417578871861	216.761962890625
25	1417578871861	194.01611328125
26	1417578871861	203.29256184895834
27	1417578871861	218.65852864583334
28	1417578871862	219.30265299479166
29	1417578871862	218.62508138020834
30	1417578871862	217.45296223958334
31	1417578871862	218.22224934895834
32	1417578871862	210.5537109375
33	1417578871862	214.276611328125
34	1417578871862	210.55826822916666
35	1417578871863	192.33487955729166
36	1417578871863	202.55509440104166
37	1417578871863	225.56477864583334
38	1417578871863	222.40901692708334
39	1417578871864	241.03279622395834
40	1417578871864	234.72794596354166
41	1417578871864	225.97639973958334
42	1417578871864	220.219970703125
43	1417578871865	223.44930013020834
44	1417578871865	209.64078776041666
45	1417578871865	216.28572591145834
46	1417578871866	227.463134765625
47	1417578871866	227.47542317708334
48	1417578871866	233.23697916666666
49	1417578871867	235.594970703125
50	1417578871867	224.37744140625
51	1417578871867	228.05257161458334
52	1417578871867	231.47696940104166
53	1417578871868	232.89306640625
54	1417578871869	233.421875
55	1417578871869	239.01985677083334
56	1417578871869	237.427734375
57	1417578871870	231.38028971354166
58	1417578871870	225.31803385416666
59	1417578871870	226.98649088541666
60	1417578871871	223.28385416666666
61	1417578871871	226.2158203125
62	1417578871872	221.71614583333334
63	1417578871873	214.915771484375
64	1417578871873	225.12443033854166
65	1417578871874	225.0595703125
66	1417578871874	227.95743815104166
67	1417578871874	231.80598958333334
68	1417578871874	231.65185546875
69	1417578871875	228.599365234375
70	1417578871875	221.823974609375
71	1417578871875	225.42024739583334
72	1417578871875	225.53125
73	1417578871876	227.91349283854166
74	1417578871876	228.565673828125
75	1417578871876	228.934814453125
76	1417578871876	219.716796875
77	1417578871877	224.76188151041666
78	1417578871877	221.976318359375
79	1417578871877	235.561767578125
80	1417578871877	236.453857421875
81	1417578871878	222.40568033854166
82	1417578871878	218.52091471354166
83	1417578871878	230.98909505208334
84	1417578871878	233.66463216145834
85	1417578871879	236.356689453125
86	1417578871879	233.83943684895834
87	1417578871879	213.69197591145834
88	1417578871879	220.0625
89	1417578871879	227.81022135416666
90	1417578871880	236.89786783854166
91	1417578871880	238.752685546875
92	1417578871880	230.94775390625
93	1417578871880	216.198974609375
94	1417578871881	217.02718098958334
95	1417578871882	225.74544270833334
96	1417578871882	236.56209309895834
97	1417578871882	237.91064453125
98	1417578871883	239.21297200520834
99	1417578871883	234.47713216145834
End: 1417578871883
