Index	Time Stamp	red Values
Start: 1417578114756
0	1417578114756	0.0
1	1417578114756	0.0
2	1417578114756	0.0
3	1417578114756	255.0
4	1417578114756	255.0
5	1417578114756	230.948486328125
6	1417578114757	212.68310546875
7	1417578114757	147.5966796875
8	1417578114757	6.674479166666667
9	1417578114757	0.3964029947916667
10	1417578114757	6.725016276041667
11	1417578114757	35.091796875
12	1417578114758	194.88037109375
13	1417578114758	124.708251953125
14	1417578114758	139.271240234375
15	1417578114759	199.908203125
16	1417578114759	168.35237630208334
17	1417578114759	247.48494466145834
18	1417578114759	254.96720377604166
19	1417578114760	240.4111328125
20	1417578114760	93.816162109375
21	1417578114760	96.56070963541667
22	1417578114761	100.17057291666667
23	1417578114761	104.84806315104167
24	1417578114761	108.16886393229167
25	1417578114761	109.425537109375
26	1417578114762	118.595703125
27	1417578114762	122.63460286458333
28	1417578114762	124.42000325520833
29	1417578114762	121.51090494791667
30	1417578114763	124.19181315104167
31	1417578114763	123.326171875
32	1417578114764	121.032958984375
33	1417578114765	122.039306640625
34	1417578114765	122.72762044270833
35	1417578114765	123.01578776041667
36	1417578114765	126.261474609375
37	1417578114765	128.39143880208334
38	1417578114766	124.88069661458333
39	1417578114766	119.24202473958333
40	1417578114766	119.72102864583333
41	1417578114766	119.885986328125
42	1417578114766	120.55126953125
43	1417578114766	122.02571614583333
44	1417578114767	122.208251953125
45	1417578114767	123.33349609375
46	1417578114767	123.62532552083333
47	1417578114767	124.02457682291667
48	1417578114767	122.357177734375
49	1417578114767	124.13297526041667
50	1417578114767	123.4140625
51	1417578114768	123.8505859375
52	1417578114768	122.42431640625
53	1417578114768	123.24894205729167
54	1417578114768	177.07828776041666
55	1417578114768	185.57063802083334
56	1417578114768	177.60384114583334
57	1417578114769	180.32568359375
58	1417578114769	184.23258463541666
59	1417578114769	199.41162109375
60	1417578114769	217.40242513020834
61	1417578114769	220.1201171875
62	1417578114769	235.32568359375
63	1417578114769	224.15852864583334
64	1417578114770	223.26188151041666
65	1417578114770	220.02115885416666
66	1417578114770	214.69840494791666
67	1417578114770	215.94775390625
68	1417578114770	218.24845377604166
69	1417578114770	219.99698893229166
70	1417578114770	216.17342122395834
71	1417578114771	213.47802734375
72	1417578114771	219.72859700520834
73	1417578114771	215.211669921875
74	1417578114771	217.54337565104166
75	1417578114771	216.2939453125
76	1417578114771	214.12548828125
77	1417578114771	213.80436197916666
78	1417578114772	211.22501627604166
79	1417578114772	209.96638997395834
80	1417578114772	210.28271484375
81	1417578114772	219.774658203125
82	1417578114772	215.92919921875
83	1417578114773	216.25333658854166
84	1417578114773	216.91259765625
85	1417578114773	217.53458658854166
86	1417578114773	213.33211263020834
87	1417578114773	214.534423828125
88	1417578114773	215.671875
89	1417578114774	216.31559244791666
90	1417578114774	211.373291015625
91	1417578114774	219.166015625
92	1417578114774	222.33723958333334
93	1417578114774	222.87068684895834
94	1417578114775	220.30598958333334
95	1417578114775	220.325439453125
96	1417578114775	220.73063151041666
97	1417578114775	221.385986328125
98	1417578114775	217.13045247395834
99	1417578114776	218.8154296875
End: 1417578114776
