Index	Time Stamp	red Values
Start: 1417578601799
0	1417578601799	0.0
1	1417578601799	0.0
2	1417578601799	0.0
3	1417578601799	0.0
4	1417578601799	255.0
5	1417578601799	255.0
6	1417578601800	255.0
7	1417578601800	255.0
8	1417578601800	255.0
9	1417578601800	255.0
10	1417578601800	254.99967447916666
11	1417578601800	254.99552408854166
12	1417578601801	254.624267578125
13	1417578601801	252.37532552083334
14	1417578601801	251.365478515625
15	1417578601801	247.83927408854166
16	1417578601801	246.3701171875
17	1417578601801	239.639404296875
18	1417578601802	236.25309244791666
19	1417578601802	231.43465169270834
20	1417578601802	230.446044921875
21	1417578601802	230.21573893229166
22	1417578601802	229.83268229166666
23	1417578601803	227.382080078125
24	1417578601803	229.011474609375
25	1417578601803	232.90047200520834
26	1417578601803	230.42781575520834
27	1417578601803	230.689208984375
28	1417578601803	230.444580078125
29	1417578601803	232.48917643229166
30	1417578601803	233.90372721354166
31	1417578601804	234.85904947916666
32	1417578601804	225.778076171875
33	1417578601804	229.35286458333334
34	1417578601804	236.525146484375
35	1417578601804	241.79288736979166
36	1417578601804	241.8173828125
37	1417578601805	240.75358072916666
38	1417578601805	236.89095052083334
39	1417578601805	233.447021484375
40	1417578601805	235.18815104166666
41	1417578601805	235.11905924479166
42	1417578601806	237.758056640625
43	1417578601806	238.71158854166666
44	1417578601806	240.48583984375
45	1417578601806	235.95947265625
46	1417578601806	234.96964518229166
47	1417578601806	238.87288411458334
48	1417578601807	246.40421549479166
49	1417578601807	239.79915364583334
50	1417578601807	235.1884765625
51	1417578601807	239.398681640625
52	1417578601807	228.728759765625
53	1417578601807	220.39689127604166
54	1417578601808	217.71907552083334
55	1417578601808	224.4697265625
56	1417578601808	224.48567708333334
57	1417578601808	224.00480143229166
58	1417578601808	221.0732421875
59	1417578601809	215.588623046875
60	1417578601809	227.09269205729166
61	1417578601809	230.67911783854166
62	1417578601809	231.15681966145834
63	1417578601809	228.89803059895834
64	1417578601809	231.89737955729166
65	1417578601810	226.06013997395834
66	1417578601810	227.48486328125
67	1417578601810	228.01839192708334
68	1417578601810	226.08382161458334
69	1417578601810	229.51253255208334
70	1417578601810	230.0126953125
71	1417578601811	223.19523111979166
72	1417578601811	223.553955078125
73	1417578601811	221.817138671875
74	1417578601811	224.91080729166666
75	1417578601811	232.33487955729166
76	1417578601811	236.30598958333334
77	1417578601811	236.95865885416666
78	1417578601811	231.75252278645834
79	1417578601812	233.26139322916666
80	1417578601812	234.388671875
81	1417578601812	235.38240559895834
82	1417578601812	233.50992838541666
83	1417578601812	236.15812174479166
84	1417578601813	230.42928059895834
85	1417578601813	231.23380533854166
86	1417578601813	232.502685546875
87	1417578601813	233.60611979166666
88	1417578601813	234.453857421875
89	1417578601813	234.93603515625
90	1417578601813	235.58056640625
91	1417578601813	230.311767578125
92	1417578601814	229.684814453125
93	1417578601814	231.736083984375
94	1417578601814	231.26643880208334
95	1417578601814	233.99772135416666
96	1417578601814	234.64152018229166
97	1417578601814	234.90185546875
98	1417578601815	229.62589518229166
99	1417578601815	231.37068684895834
End: 1417578601815
