1413811004381,2.2609777,-0.027240695,9.752169,null
1413811004540,2.192876,-0.08172209,9.847511,null
1413811004691,2.2064962,-0.027240695,9.874752,null
1413811004847,2.2201166,-0.027240695,9.820271,null
1413811005000,2.192876,-0.05448139,9.929234,null
1413811005169,2.2745981,-0.027240695,9.833891,null
1413811005322,2.233737,-0.027240695,9.901993,null
1413811005477,2.2882185,-0.05448139,9.942854,null
1413811005639,2.0294318,-0.027240695,10.514909,null
1413811006444,2.233737,-0.027240695,9.983715,null
1413811006450,2.192876,-0.027240695,9.901993,null
1413811006451,2.2473574,-0.013620348,9.833891,null
1413811006451,2.2201166,-0.027240695,9.901993,null
1413811006523,2.2064962,-0.027240695,9.901993,null
1413811006610,2.2609777,-0.05448139,9.80665,null
1413811006771,2.2201166,-0.027240695,9.80665,null
1413811006933,2.233737,-0.040861044,9.861132,null
1413811007095,2.2745981,-0.013620348,9.901993,null
1413811007264,2.192876,-0.027240695,9.929234,null
1413811007424,2.0158114,-0.05448139,10.392325,null
1413811007594,2.2609777,-0.040861044,9.997335,null
1413811007751,2.233737,-0.027240695,9.847511,null
1413811007914,2.2473574,-0.040861044,9.833891,null
1413811008078,2.2473574,-0.027240695,9.861132,null
1413811008243,2.2201166,-0.040861044,9.79303,null
1413811008410,2.233737,-0.05448139,9.847511,null
1413811008564,2.233737,-0.06810174,9.915613,null
1413811008727,2.233737,-0.027240695,9.901993,null
1413811008892,2.2745981,-0.040861044,9.861132,null
1413811009054,2.2064962,-0.027240695,9.929234,null
1413811009221,2.2473574,-0.027240695,9.847511,null
1413811009382,2.2201166,-0.05448139,9.901993,null
1413811009545,2.2201166,-0.027240695,9.847511,null
1413811009707,2.2745981,-0.027240695,9.343558,null
1413811009871,2.2064962,-0.06810174,9.833891,null
1413811010031,2.152015,-0.013620348,9.861132,null
1413811010192,2.2473574,-0.05448139,9.874752,null
1413811010356,2.233737,-0.040861044,9.820271,null
1413811010523,2.2201166,-0.027240695,9.874752,null
1413811010686,2.2201166,-0.013620348,9.861132,null
1413811010848,2.152015,-0.040861044,9.901993,null
1413811010998,2.233737,-0.027240695,9.929234,null
1413811011157,2.2201166,-0.013620348,9.929234,null
1413811011329,2.2201166,-0.013620348,10.079058,null
1413811011492,2.2201166,-0.040861044,9.861132,null
1413811011663,2.2064962,-0.013620348,9.861132,null
1413811011834,2.2473574,-0.027240695,9.874752,null
1413811011988,2.2201166,-0.027240695,9.833891,null
1413811012159,2.2064962,-0.027240695,9.861132,null
1413811012312,2.2201166,-0.027240695,9.833891,null
1413811012463,2.233737,-0.027240695,9.861132,null
1413811012620,2.2882185,-0.13620348,8.580819,null
1413811012826,2.083913,-0.040861044,10.174399,null
1413811012943,2.2609777,-0.040861044,9.833891,null
1413811013107,2.192876,-0.05448139,9.833891,null
1413811013275,2.2201166,-0.027240695,9.861132,null
1413811013432,2.1247742,-0.013620348,9.833891,null
1413811013587,1.9340894,-0.040861044,10.705593,null
1413811013763,2.1792557,-0.05448139,10.024576,null
1413811013920,2.1792557,-0.013620348,9.901993,null
1413811014087,2.192876,-0.013620348,9.833891,null
1413811014247,2.1656353,-0.013620348,9.861132,null
1413811014401,2.2745981,-0.027240695,9.738548,null
1413811014551,2.192876,0.013620348,9.861132,null
1413811014717,2.233737,0.013620348,10.61025,null
1413811014867,2.587866,-1.0215261,10.051817,null
1413811015038,3.568531,-1.0623871,8.444615,null
1413811015194,3.92266,0.7082581,9.057531,null
1413811015359,2.901134,1.0487667,9.357179,null
1413811015512,1.9885708,2.0294318,10.174399,null
1413811015668,0.17706452,1.2803127,10.501288,null
1413811015841,2.315459,4.3312707,10.310603,null
1413811015993,-0.2860273,1.56634,10.705593,null
1413811016146,1.7025435,0.95342433,11.127824,null
1413811016297,0.88532263,2.506144,9.738548,null
1413811016451,0.92618364,2.1792557,9.80665,null
1413811016600,0.7082581,1.7434045,10.133538,null
1413811016770,1.253072,1.3756552,9.861132,null
1413811016920,0.40861043,2.506144,10.024576,null
1413811017075,0.38136974,1.8387469,10.024576,null
1413811017237,1.0215261,2.083913,10.051817,null
1413811017399,0.61291564,2.083913,9.738548,null
1413811017562,0.58567494,2.0430522,9.779409,null
1413811017713,0.9670447,2.083913,10.010956,null
1413811017880,0.5720546,1.7161638,10.106298,null
1413811018057,0.6401563,2.083913,9.80665,null
1413811018199,0.667397,2.002191,9.929234,null
1413811018359,0.54481393,1.8251266,10.051817,null
1413811018519,0.44947147,2.0294318,10.024576,null
1413811018678,0.61291564,1.96133,9.970095,null
1413811018841,0.6810174,2.152015,9.901993,null
1413811018999,0.50395286,1.9477097,9.888372,null
1413811019157,0.54481393,2.2745981,9.901993,null
1413811019307,0.53119355,2.0430522,9.901993,null
1413811019478,0.61291564,1.9885708,9.847511,null
1413811019651,0.61291564,1.9885708,9.888372,null
1413811019818,0.58567494,1.9749504,9.874752,null
1413811019974,0.61291564,2.0430522,9.847511,null
1413811020128,0.58567494,2.0294318,9.833891,null
1413811020296,0.54481393,2.0430522,9.970095,null
1413811020450,0.5720546,2.0566726,9.956474,null
1413811020604,0.50395286,1.96133,9.956474,null
1413811020766,0.5720546,2.0158114,10.010956,null
1413811020917,0.6401563,1.9340894,9.956474,null
1413811021068,0.55843425,1.9885708,9.901993,null
1413811021243,0.6401563,2.002191,9.861132,null
1413811021410,0.51757324,2.0294318,9.915613,null
1413811021573,0.5720546,1.879608,9.929234,null
1413811021736,0.5992953,2.1247742,9.901993,null
1413811021897,0.47671217,1.8659877,9.942854,null
1413811022058,0.626536,2.0158114,9.874752,null
1413811022228,0.54481393,2.002191,9.901993,null
1413811022383,0.5720546,1.9749504,9.901993,null
1413811022533,0.61291564,1.9477097,9.929234,null
1413811022702,0.626536,2.0430522,9.942854,null
1413811022857,0.53119355,1.9477097,9.956474,null
1413811023010,0.5720546,1.9885708,9.956474,null
1413811023161,0.6537767,2.002191,9.915613,null
1413811023320,0.61291564,1.9749504,9.929234,null
1413811023488,0.5720546,2.0158114,9.942854,null
1413811023658,0.5720546,1.96133,9.942854,null
1413811023822,0.54481393,2.083913,9.847511,null
1413811023988,0.5992953,1.96133,9.942854,null
1413811024159,0.6401563,1.9885708,9.901993,null
1413811024309,0.54481393,1.9340894,9.874752,null
1413811024470,0.5720546,1.9068487,9.970095,null
1413811024632,0.54481393,1.96133,10.024576,null
1413811024794,0.5720546,1.9885708,10.024576,null
1413811024947,0.61291564,2.0158114,9.942854,null
1413811025117,0.61291564,1.96133,9.983715,null
1413811025284,0.58567494,2.0294318,9.915613,null
1413811025451,0.54481393,2.0294318,9.901993,null
1413811025603,0.50395286,2.0158114,9.997335,null
1413811025769,0.58567494,2.0158114,9.901993,null
1413811025938,0.5720546,1.96133,9.874752,null
1413811026089,0.5720546,1.96133,9.970095,null
1413811026260,0.54481393,2.002191,9.956474,null
1413811026427,0.54481393,2.0158114,9.942854,null
1413811026580,0.54481393,1.96133,9.929234,null
1413811026747,0.58567494,1.96133,9.888372,null
1413811026914,0.5992953,2.0294318,9.915613,null
